Date,EEM,FM,SPY
2021-05-31,0.016487429350678706,0.04249115648575086,0.006566095390520887
2021-06-30,0.009504346991795476,0.048410468950583985,0.02242759067108291
2021-07-31,-0.06437009842391106,-0.00994260202412156,0.0244124422101204
2021-08-31,0.015697740978505736,0.03986606025250805,0.02976001559568653
2021-09-30,-0.03873302983166249,-0.0076089323916158635,-0.04660567343769284
2021-10-31,0.010718357517104815,0.06605709937732818,0.07016352386686786
2021-11-30,-0.04084825135146708,-0.05200534279745839,-0.008034811359162175
2021-12-31,0.015070743712410462,0.013314199919033154,0.04624786023446292
2022-01-31,-0.00020465007678038827,-0.015357859327683632,-0.05274135165608407
2022-02-28,-0.0432024053932587,-0.006180085152797887,-0.02951698841170025
2022-03-31,-0.033811093270740056,-0.037311283750665725,0.037590364935501164
2022-04-30,-0.06135120424763041,-0.03045209515925895,-0.08776901958572536
2022-05-31,0.006135110574598146,-0.05044420101408731,0.0022573028618784186
2022-06-30,-0.05157661771883015,-0.08521021110820448,-0.0824603739231744
2022-07-31,-0.0034913395622300225,0.013795747711604855,0.09208736290760577
2022-08-31,-0.013263290424815999,0.002574495470127669,-0.040801784624812654
2022-09-30,-0.1153942929595484,-0.10674980395041334,-0.09244603319620304
2022-10-31,-0.019782126870969474,-0.03326489663121146,0.08127548040081822
2022-11-30,0.15589346330731946,0.11809673684277855,0.05559162450838273
2022-12-31,-0.026375019535312294,-0.02935884278858214,-0.05762823376263715
2023-01-31,0.09129280827114283,0.03415787516227953,0.06288717518957432
2023-02-28,-0.0756769426346734,-0.06074399091408944,-0.025142600429503892
2023-03-31,0.032173703940248544,0.034357251506333286,0.03707774554924126
2023-04-30,-0.008362880909207226,-0.009378643660565067,0.01597491132323925
2023-05-31,-0.024022449058217266,-0.01104538182126169,0.00461635954301598
2023-06-30,0.043988617079737,0.049272846595570075,0.06479965952120881
2023-07-31,0.060414465076586765,0.09238508546408486,0.032733312174374474
2023-08-31,-0.06626942360309351,-0.04281671593080594,-0.016252069795247515
2023-09-30,-0.031146371651857185,-0.041774474931008165,-0.04743448850168941
2023-10-31,-0.03293789939831626,-0.04976856674624308,-0.02170849182204837
2023-11-30,0.07792921444310652,0.06049539004378213,0.09134383608718477
2023-12-31,0.03565321557588863,0.027302415426317728,0.045655250320076446
